,ID,fsID,start,end,salience,fold,Class,class
3911,194732-9-0-41,194732,14.735978,18.735978,1,1,9,street_music
3912,194732-9-0-95,194732,41.735978,45.735978,1,1,9,street_music
3913,194733-9-0-1,194733,0.5,4.5,1,8,9,street_music
3914,194733-9-0-10,194733,5,9,1,8,9,street_music
3915,194733-9-0-11,194733,5.5,9.5,1,8,9,street_music
3916,194733-9-0-12,194733,6,10,1,8,9,street_music
3917,194733-9-0-14,194733,7,11,1,8,9,street_music
3918,194733-9-0-16,194733,8,12,1,8,9,street_music
3919,194733-9-0-7,194733,3.5,7.5,1,8,9,street_music
3920,194753-3-0-0,194753,0,0.752941,2,6,3,dog_bark
3921,194753-3-1-0,194753,2.917647,4.729412,2,6,3,dog_bark
3922,194753-3-2-0,194753,8.235294,9.2,2,6,3,dog_bark
3923,194753-3-3-0,194753,13.105882,13.858824,2,6,3,dog_bark
3924,194754-3-0-0,194754,0.312357,4.312357,1,7,3,dog_bark
3925,194754-3-0-1,194754,0.812357,4.812357,1,7,3,dog_bark
3926,194754-3-0-2,194754,1.312357,5.312357,1,7,3,dog_bark
3927,194841-9-0-130,194841,65,69,1,2,9,street_music
3928,194841-9-0-144,194841,72,76,1,2,9,street_music
3929,194841-9-0-164,194841,82,86,1,2,9,street_music
3930,194841-9-0-178,194841,89,93,1,2,9,street_music
3931,194841-9-0-222,194841,111,115,1,2,9,street_music
3932,194841-9-0-48,194841,24,28,1,2,9,street_music
3933,194910-9-0-108,194910,54,58,1,5,9,street_music
3934,194910-9-0-26,194910,13,17,1,5,9,street_music
3935,194910-9-0-5,194910,2.5,6.5,1,5,9,street_music
3936,194910-9-0-63,194910,31.5,35.5,1,5,9,street_music
3937,194910-9-0-65,194910,32.5,36.5,1,5,9,street_music
3941,194962-5-0-0,194962,4.151762,8.151762,1,7,5,engine_idling
3942,194962-5-0-1,194962,4.651762,8.651762,1,7,5,engine_idling
3943,194962-5-0-2,194962,5.151762,9.151762,1,7,5,engine_idling
3938,19496-3-0-0,19496,32.082004,36.082004,2,3,3,dog_bark
3939,19496-3-1-0,19496,41.420638,45.420638,2,3,3,dog_bark
3940,19496-3-1-1,19496,41.920638,45.920638,2,3,3,dog_bark
3944,19503-3-0-0,19503,0.126733,4.087129,2,5,3,dog_bark
3945,19503-3-1-0,19503,19.152475,21.544554,2,5,3,dog_bark
3946,19503-3-2-0,19503,23.112871,23.809901,2,5,3,dog_bark
3947,195451-5-0-0,195451,2.249062,6.249062,1,3,5,engine_idling
3948,195451-5-0-1,195451,2.749062,6.749062,1,3,5,engine_idling
3949,195451-5-0-10,195451,7.249062,11.249062,1,3,5,engine_idling
3950,195451-5-0-11,195451,7.749062,11.749062,1,3,5,engine_idling
3951,195451-5-0-12,195451,8.249062,12.249062,1,3,5,engine_idling
3952,195451-5-0-13,195451,8.749062,12.749062,1,3,5,engine_idling
3953,195451-5-0-14,195451,9.249062,13.249062,1,3,5,engine_idling
3954,195451-5-0-15,195451,9.749062,13.749062,1,3,5,engine_idling
3955,195451-5-0-16,195451,10.249062,14.249062,1,3,5,engine_idling
3956,195451-5-0-17,195451,10.749062,14.749062,1,3,5,engine_idling
3957,195451-5-0-18,195451,11.249062,15.249062,1,3,5,engine_idling
3958,195451-5-0-19,195451,11.749062,15.749062,1,3,5,engine_idling
3959,195451-5-0-2,195451,3.249062,7.249062,1,3,5,engine_idling
3960,195451-5-0-20,195451,12.249062,16.249062,1,3,5,engine_idling
3961,195451-5-0-21,195451,12.749062,16.749062,1,3,5,engine_idling
3962,195451-5-0-3,195451,3.749062,7.749062,1,3,5,engine_idling
3963,195451-5-0-4,195451,4.249062,8.249062,1,3,5,engine_idling
3964,195451-5-0-5,195451,4.749062,8.749062,1,3,5,engine_idling
3965,195451-5-0-6,195451,5.249062,9.249062,1,3,5,engine_idling
3966,195451-5-0-7,195451,5.749062,9.749062,1,3,5,engine_idling
3967,195451-5-0-8,195451,6.249062,10.249062,1,3,5,engine_idling
3968,195451-5-0-9,195451,6.749062,10.749062,1,3,5,engine_idling
3969,195969-0-0-1,195969,283.98561,287.98561,2,4,0,air_conditioner
3970,195969-0-0-10,195969,288.48561,292.48561,2,4,0,air_conditioner
3971,195969-0-0-12,195969,289.48561,293.48561,2,4,0,air_conditioner
3972,195969-0-0-13,195969,289.98561,293.98561,2,4,0,air_conditioner
3973,195969-0-0-14,195969,290.48561,294.48561,2,4,0,air_conditioner
3974,195969-0-0-15,195969,290.98561,294.98561,2,4,0,air_conditioner
3975,195969-0-0-17,195969,291.98561,295.98561,2,4,0,air_conditioner
3976,195969-0-0-18,195969,292.48561,296.48561,2,4,0,air_conditioner
3977,195969-0-0-19,195969,292.98561,296.98561,2,4,0,air_conditioner
3978,195969-0-0-2,195969,284.48561,288.48561,2,4,0,air_conditioner
3979,195969-0-0-20,195969,293.48561,297.48561,2,4,0,air_conditioner
3980,195969-0-0-21,195969,293.98561,297.98561,2,4,0,air_conditioner
3981,195969-0-0-22,195969,294.48561,298.48561,2,4,0,air_conditioner
3982,195969-0-0-24,195969,295.48561,299.48561,2,4,0,air_conditioner
3983,195969-0-0-25,195969,295.98561,299.98561,2,4,0,air_conditioner
3984,195969-0-0-26,195969,296.48561,300.48561,2,4,0,air_conditioner
3985,195969-0-0-28,195969,297.48561,301.48561,2,4,0,air_conditioner
3986,195969-0-0-4,195969,285.48561,289.48561,2,4,0,air_conditioner
3987,195969-0-0-5,195969,285.98561,289.98561,2,4,0,air_conditioner
3988,195969-0-0-6,195969,286.48561,290.48561,2,4,0,air_conditioner
3989,195969-0-0-7,195969,286.98561,290.98561,2,4,0,air_conditioner
3990,195969-0-0-8,195969,287.48561,291.48561,2,4,0,air_conditioner
3991,195969-0-0-9,195969,287.98561,291.98561,2,4,0,air_conditioner
3992,196057-2-0-0,196057,0,4,1,8,2,children_playing
3993,196059-2-0-0,196059,0,4,1,7,2,children_playing
3994,196059-2-0-1,196059,0.5,4.5,1,7,2,children_playing
3995,196060-2-0-0,196060,0,1.501723,1,3,2,children_playing
3996,196061-2-0-0,196061,0,2.03102,1,4,2,children_playing
3997,196062-2-0-0,196062,0,2.413333,1,5,2,children_playing
3998,196063-2-0-0,196063,0,4,1,2,2,children_playing
3999,196063-2-0-1,196063,0.5,4.5,1,2,2,children_playing
4000,196063-2-0-2,196063,1,5,1,2,2,children_playing
4001,196064-2-0-0,196064,0,1.243741,1,7,2,children_playing
4002,196065-2-0-0,196065,0,2.712381,1,1,2,children_playing
4003,196067-2-0-0,196067,0,4,1,2,2,children_playing
4004,196068-2-0-0,196068,0,4,1,8,2,children_playing
4005,196068-2-0-1,196068,0.5,4.5,1,8,2,children_playing
4006,196070-2-0-0,196070,0,4,1,7,2,children_playing
4007,196070-2-0-1,196070,0.5,4.5,1,7,2,children_playing
4008,196070-2-0-2,196070,1,5,1,7,2,children_playing
4009,196070-2-0-3,196070,1.5,5.5,1,7,2,children_playing
4010,196070-2-0-4,196070,2,6,1,7,2,children_playing
4011,196070-2-0-5,196070,2.5,6.5,1,7,2,children_playing
4012,196071-2-0-0,196071,0,1.333764,1,5,2,children_playing
4013,196072-2-0-0,196072,0,2.985714,1,4,2,children_playing
4014,196073-2-0-0,196073,0,3.788776,1,3,2,children_playing
4015,196074-2-0-0,196074,0,2.194671,1,8,2,children_playing
4016,196075-2-0-0,196075,0,3.499705,1,7,2,children_playing
4017,196076-2-0-0,196076,0,2.355669,1,6,2,children_playing
4018,196077-2-0-0,196077,0,4,1,6,2,children_playing
4019,196077-2-0-1,196077,0.5,4.5,1,6,2,children_playing
4020,196078-2-0-0,196078,0,2.459478,1,2,2,children_playing
4021,196079-2-0-0,196079,0,2.391542,1,1,2,children_playing
4022,196080-2-0-0,196080,0,1.254739,1,4,2,children_playing
4023,196081-2-0-0,196081,0,2.939683,1,5,2,children_playing
4024,196082-2-0-0,196082,0,3.315397,1,2,2,children_playing
4025,196083-2-0-0,196083,0,4,1,3,2,children_playing
4026,196085-2-0-0,196085,0,4,1,5,2,children_playing
4027,196085-2-0-1,196085,0.5,4.5,1,5,2,children_playing
4028,196085-2-0-2,196085,1,5,1,5,2,children_playing
4029,196085-2-0-3,196085,1.5,5.5,1,5,2,children_playing
4030,196085-2-0-4,196085,2,6,1,5,2,children_playing
4031,196087-2-0-0,196087,0,4,1,1,2,children_playing
4032,196088-2-0-0,196088,0,2.140295,1,6,2,children_playing
4033,196384-9-0-11,196384,5.5,9.5,1,2,9,street_music
4034,196384-9-0-15,196384,7.5,11.5,1,2,9,street_music
4035,196384-9-0-16,196384,8,12,1,2,9,street_music
4036,196384-9-0-18,196384,9,13,1,2,9,street_music
4037,196384-9-0-2,196384,1,5,1,2,9,street_music
4038,196384-9-0-27,196384,13.5,17.5,1,2,9,street_music
4039,196400-6-0-0,196400,0,3.139605,1,1,6,gun_shot
4040,196561-3-0-16,196561,8,12,1,8,3,dog_bark
4041,196561-3-0-29,196561,14.5,18.5,1,8,3,dog_bark
4042,196561-3-0-44,196561,22,26,1,8,3,dog_bark
4043,196561-3-0-9,196561,4.5,8.5,1,8,3,dog_bark
4044,197073-3-0-0,197073,0,0.6576,1,1,3,dog_bark
4045,197073-3-3-0,197073,6.653365,7.610753,1,1,3,dog_bark
4046,197073-3-4-3,197073,11.209271,15.209271,1,1,3,dog_bark
4047,197073-3-7-0,197073,29.031106,33.031106,1,1,3,dog_bark
4048,197074-3-0-4,197074,2,6,1,3,3,dog_bark
4049,197074-3-0-5,197074,2.5,6.5,1,3,3,dog_bark
4050,197074-3-0-6,197074,3,7,1,3,3,dog_bark
4051,197075-3-1-1,197075,16.753779,20.753779,2,6,3,dog_bark
4052,197075-3-4-1,197075,46.566409,50.566409,2,6,3,dog_bark
4053,197075-3-6-0,197075,63.920301,67.920301,2,6,3,dog_bark
4054,197075-3-7-5,197075,77.031576,81.031576,2,6,3,dog_bark
4055,197080-3-0-1,197080,0.5,4.5,1,7,3,dog_bark
4056,197080-3-0-6,197080,3,7,1,7,3,dog_bark
4057,197080-3-0-7,197080,3.5,7.5,1,7,3,dog_bark
4058,197080-3-1-0,197080,22.422118,26.422118,1,7,3,dog_bark
4059,197243-3-0-0,197243,0.407216,1.042196,1,5,3,dog_bark
4060,197243-3-1-0,197243,2.149961,2.733176,1,5,3,dog_bark
4061,197318-6-0-0,197318,0.401594,1.93267,1,1,6,gun_shot
4062,197318-6-1-0,197318,2.409563,4.216735,1,1,6,gun_shot
4063,197318-6-10-0,197318,31.24902,32.5291,1,1,6,gun_shot
4064,197318-6-11-0,197318,33.909579,35.741851,1,1,6,gun_shot
4065,197318-6-12-0,197318,37.549023,38.879303,1,1,6,gun_shot
4066,197318-6-2-0,197318,4.417532,6.350202,1,1,6,gun_shot
4067,197318-6-3-0,197318,6.801996,8.759765,1,1,6,gun_shot
4068,197318-6-4-0,197318,10.843033,12.800803,1,1,6,gun_shot
4069,197318-6-5-0,197318,13.70439,15.411163,1,1,6,gun_shot
4070,197318-6-6-0,197318,16.641044,18.724312,1,1,6,gun_shot
4071,197318-6-7-0,197318,20.054592,21.886864,1,1,6,gun_shot
4072,197318-6-8-0,197318,22.388856,24.07053,1,1,6,gun_shot
4073,197318-6-9-0,197318,27.659775,29.592446,1,1,6,gun_shot
4074,197320-6-0-0,197320,0.830595,2.88401,1,2,6,gun_shot
4075,197320-6-1-0,197320,2.88401,4.914352,1,2,6,gun_shot
4076,197320-6-10-0,197320,31.631818,34.262035,1,2,6,gun_shot
4077,197320-6-11-0,197320,34.262035,37.284477,1,2,6,gun_shot
4078,197320-6-12-0,197320,37.884351,40.653,1,2,6,gun_shot
4079,197320-6-2-0,197320,4.914352,7.290776,1,2,6,gun_shot
4080,197320-6-3-0,197320,7.290776,9.805633,1,2,6,gun_shot
4081,197320-6-4-0,197320,11.236102,14.097039,1,2,6,gun_shot
4082,197320-6-5-0,197320,14.097039,16.934905,1,2,6,gun_shot
4083,197320-6-6-0,197320,17.142553,19.841986,1,2,6,gun_shot
4084,197320-6-7-0,197320,20.372644,22.77214,1,2,6,gun_shot
4085,197320-6-8-0,197320,22.77214,25.171636,1,2,6,gun_shot
4086,197320-6-9-0,197320,28.078718,30.501286,1,2,6,gun_shot
4087,199769-1-0-0,199769,0.848273,4.848273,1,3,1,car_horn
4088,199769-1-0-1,199769,1.348273,5.348273,1,3,1,car_horn
4089,199769-1-0-10,199769,5.848273,9.848273,1,3,1,car_horn
4090,199769-1-0-11,199769,6.348273,10.348273,1,3,1,car_horn
4091,199769-1-0-12,199769,6.848273,10.848273,1,3,1,car_horn
4092,199769-1-0-13,199769,7.348273,11.348273,1,3,1,car_horn
4093,199769-1-0-14,199769,7.848273,11.848273,1,3,1,car_horn
4094,199769-1-0-15,199769,8.348273,12.348273,1,3,1,car_horn
4095,199769-1-0-16,199769,8.848273,12.848273,1,3,1,car_horn
4096,199769-1-0-17,199769,9.348273,13.348273,1,3,1,car_horn
4097,199769-1-0-18,199769,9.848273,13.848273,1,3,1,car_horn
4098,199769-1-0-2,199769,1.848273,5.848273,1,3,1,car_horn
4099,199769-1-0-3,199769,2.348273,6.348273,1,3,1,car_horn
4100,199769-1-0-4,199769,2.848273,6.848273,1,3,1,car_horn
4101,199769-1-0-5,199769,3.348273,7.348273,1,3,1,car_horn
4102,199769-1-0-6,199769,3.848273,7.848273,1,3,1,car_horn
4103,199769-1-0-7,199769,4.348273,8.348273,1,3,1,car_horn
4104,199769-1-0-8,199769,4.848273,8.848273,1,3,1,car_horn
4105,199769-1-0-9,199769,5.348273,9.348273,1,3,1,car_horn
4106,199929-4-0-0,199929,0,2.349659,1,4,4,drilling
4107,199929-4-1-0,199929,3.013303,5.793434,1,4,4,drilling
4108,199929-4-2-0,199929,6.522845,10.050322,1,4,4,drilling
4109,20015-3-0-12,20015,29.26305,33.26305,2,5,3,dog_bark
4110,20015-3-0-14,20015,30.26305,34.26305,2,5,3,dog_bark
4111,20015-3-0-19,20015,32.76305,36.76305,2,5,3,dog_bark
4112,20015-3-0-4,20015,25.26305,29.26305,2,5,3,dog_bark
4113,200161-3-6-0,200161,37.617328,41.617328,1,3,3,dog_bark
4114,200161-3-6-3,200161,39.117328,43.117328,1,3,3,dog_bark
4115,200161-3-6-4,200161,39.617328,43.617328,1,3,3,dog_bark
4116,200161-3-7-0,200161,55.340876,56.104476,1,3,3,dog_bark
4117,201207-3-0-0,201207,0,2.083529,1,4,3,dog_bark
4118,201207-3-13-0,201207,62.777647,65.072549,1,4,3,dog_bark
4119,201207-3-21-0,201207,102.48549,105.41451,1,4,3,dog_bark
4120,201207-3-29-0,201207,140.774118,144.774118,1,4,3,dog_bark
4121,201652-5-0-0,201652,0,4,1,2,5,engine_idling
4122,201652-5-0-1,201652,0.5,4.5,1,2,5,engine_idling
4123,201652-5-0-2,201652,1,5,1,2,5,engine_idling
4124,201652-5-0-3,201652,1.5,5.5,1,2,5,engine_idling
4125,201652-5-1-0,201652,38.967822,42.967822,1,2,5,engine_idling
4126,201652-5-2-0,201652,71.448515,75.448515,1,2,5,engine_idling
4127,201652-5-2-1,201652,71.948515,75.948515,1,2,5,engine_idling
4128,201652-5-2-2,201652,72.448515,76.448515,1,2,5,engine_idling
4129,201652-5-2-3,201652,72.948515,76.948515,1,2,5,engine_idling
4130,201652-5-2-4,201652,73.448515,77.448515,1,2,5,engine_idling
4131,201652-5-2-5,201652,73.948515,77.948515,1,2,5,engine_idling
4132,201652-5-3-0,201652,124.201485,128.201485,1,2,5,engine_idling
4133,201652-5-3-1,201652,124.701485,128.701485,1,2,5,engine_idling
4134,201652-5-3-2,201652,125.201485,129.201485,1,2,5,engine_idling
4135,201652-5-3-3,201652,125.701485,129.701485,1,2,5,engine_idling
4136,201652-5-3-4,201652,126.201485,130.201485,1,2,5,engine_idling
4137,201652-5-4-0,201652,182.94604,186.94604,1,2,5,engine_idling
4138,201652-5-4-1,201652,183.44604,187.44604,1,2,5,engine_idling
4139,201652-5-4-2,201652,183.94604,187.94604,1,2,5,engine_idling
4140,201652-5-4-3,201652,184.44604,188.44604,1,2,5,engine_idling
4141,201652-5-4-4,201652,184.94604,188.94604,1,2,5,engine_idling
4142,201652-5-4-5,201652,185.44604,189.44604,1,2,5,engine_idling
4143,201652-5-4-6,201652,185.94604,189.94604,1,2,5,engine_idling
4144,201652-5-4-7,201652,186.44604,190.44604,1,2,5,engine_idling
4145,201652-5-4-8,201652,186.94604,190.94604,1,2,5,engine_idling
4146,201652-5-4-9,201652,187.44604,191.44604,1,2,5,engine_idling
4147,201652-5-5-0,201652,258.809406,262.809406,1,2,5,engine_idling
4148,201652-5-5-1,201652,259.309406,263.309406,1,2,5,engine_idling
4149,201652-5-5-2,201652,259.809406,263.809406,1,2,5,engine_idling
4150,201652-5-5-3,201652,260.309406,264.309406,1,2,5,engine_idling
4151,201652-5-5-4,201652,260.809406,264.809406,1,2,5,engine_idling
4152,201652-5-5-5,201652,261.309406,265.309406,1,2,5,engine_idling
4153,201988-5-0-0,201988,1.671607,5.671607,1,7,5,engine_idling
4154,201988-5-0-1,201988,2.171607,6.171607,1,7,5,engine_idling
4155,201988-5-0-10,201988,6.671607,10.671607,1,7,5,engine_idling
4156,201988-5-0-11,201988,7.171607,11.171607,1,7,5,engine_idling
4157,201988-5-0-12,201988,7.671607,11.671607,1,7,5,engine_idling
4158,201988-5-0-13,201988,8.171607,12.171607,1,7,5,engine_idling
4159,201988-5-0-14,201988,8.671607,12.671607,1,7,5,engine_idling
4160,201988-5-0-15,201988,9.171607,13.171607,1,7,5,engine_idling
4161,201988-5-0-16,201988,9.671607,13.671607,1,7,5,engine_idling
4162,201988-5-0-17,201988,10.171607,14.171607,1,7,5,engine_idling
4163,201988-5-0-18,201988,10.671607,14.671607,1,7,5,engine_idling
4164,201988-5-0-19,201988,11.171607,15.171607,1,7,5,engine_idling
4165,201988-5-0-2,201988,2.671607,6.671607,1,7,5,engine_idling
4166,201988-5-0-20,201988,11.671607,15.671607,1,7,5,engine_idling
4167,201988-5-0-21,201988,12.171607,16.171607,1,7,5,engine_idling
4168,201988-5-0-22,201988,12.671607,16.671607,1,7,5,engine_idling
4169,201988-5-0-3,201988,3.171607,7.171607,1,7,5,engine_idling
4170,201988-5-0-4,201988,3.671607,7.671607,1,7,5,engine_idling
4171,201988-5-0-5,201988,4.171607,8.171607,1,7,5,engine_idling
4172,201988-5-0-6,201988,4.671607,8.671607,1,7,5,engine_idling
4173,201988-5-0-7,201988,5.171607,9.171607,1,7,5,engine_idling
4174,201988-5-0-8,201988,5.671607,9.671607,1,7,5,engine_idling
4175,201988-5-0-9,201988,6.171607,10.171607,1,7,5,engine_idling
4176,201988-5-1-0,201988,53.567401,56.302757,1,7,5,engine_idling
4177,202516-0-0-0,202516,0,4,1,7,0,air_conditioner
4178,202516-0-0-1,202516,0.5,4.5,1,7,0,air_conditioner
4179,202516-0-0-10,202516,5,9,1,7,0,air_conditioner
4180,202516-0-0-11,202516,5.5,9.5,1,7,0,air_conditioner
4181,202516-0-0-2,202516,1,5,1,7,0,air_conditioner
4182,202516-0-0-3,202516,1.5,5.5,1,7,0,air_conditioner
4183,202516-0-0-4,202516,2,6,1,7,0,air_conditioner
4184,202516-0-0-5,202516,2.5,6.5,1,7,0,air_conditioner
4185,202516-0-0-6,202516,3,7,1,7,0,air_conditioner
4186,202516-0-0-7,202516,3.5,7.5,1,7,0,air_conditioner
4187,202516-0-0-8,202516,4,8,1,7,0,air_conditioner
4188,202516-0-0-9,202516,4.5,8.5,1,7,0,air_conditioner
4189,202517-0-0-0,202517,0,4,1,4,0,air_conditioner
4190,20285-3-0-0,20285,1.940273,5.940273,1,5,3,dog_bark
4191,20285-3-1-0,20285,8.837448,12.837448,1,5,3,dog_bark
4192,20285-3-1-1,20285,9.337448,13.337448,1,5,3,dog_bark
4193,20285-3-2-0,20285,18.510488,19.062828,1,5,3,dog_bark
4194,203128-3-1-0,203128,3.414972,5.302693,1,2,3,dog_bark
4195,203128-3-3-0,203128,10.083655,10.529498,1,2,3,dog_bark
4196,203128-3-6-0,203128,13.517599,15.291487,1,2,3,dog_bark
4197,203128-3-9-0,203128,19.607633,21.40998,1,2,3,dog_bark
4198,203355-3-0-0,203355,42.985765,44.114,2,6,3,dog_bark
4199,203355-3-1-0,203355,47.291863,48.250863,2,6,3,dog_bark
4200,203356-3-0-0,203356,37.465647,41.465647,2,1,3,dog_bark
4201,203356-3-0-1,203356,37.965647,41.965647,2,1,3,dog_bark
4202,203356-3-0-2,203356,38.465647,42.465647,2,1,3,dog_bark
4203,203356-3-0-3,203356,38.965647,42.965647,2,1,3,dog_bark
4204,203440-3-0-0,203440,23.509202,27.509202,2,1,3,dog_bark
4205,203440-3-0-1,203440,24.009202,28.009202,2,1,3,dog_bark
4206,203440-3-0-5,203440,26.009202,30.009202,2,1,3,dog_bark
4207,203440-3-0-6,203440,26.509202,30.509202,2,1,3,dog_bark
4208,203516-3-0-0,203516,7.554407,9.492609,2,5,3,dog_bark
4209,203654-9-0-15,203654,7.5,11.5,2,5,9,street_music
4210,203654-9-0-28,203654,14,18,2,5,9,street_music
4211,203654-9-0-39,203654,19.5,23.5,2,5,9,street_music
4212,203654-9-0-42,203654,21,25,2,5,9,street_music
4213,203654-9-0-60,203654,30,34,2,5,9,street_music
4214,203654-9-0-8,203654,4,8,2,5,9,street_music
4215,203913-8-0-0,203913,0,4,1,5,8,siren
4216,203913-8-0-1,203913,0.5,4.5,1,5,8,siren
4217,203913-8-0-10,203913,5,9,1,5,8,siren
4218,203913-8-0-11,203913,5.5,9.5,1,5,8,siren
4219,203913-8-0-12,203913,6,10,1,5,8,siren
4220,203913-8-0-2,203913,1,5,1,5,8,siren
4221,203913-8-0-3,203913,1.5,5.5,1,5,8,siren
4222,203913-8-0-4,203913,2,6,1,5,8,siren
4223,203913-8-0-5,203913,2.5,6.5,1,5,8,siren
4224,203913-8-0-6,203913,3,7,1,5,8,siren
4225,203913-8-0-7,203913,3.5,7.5,1,5,8,siren
4226,203913-8-0-8,203913,4,8,1,5,8,siren
4227,203913-8-0-9,203913,4.5,8.5,1,5,8,siren
4228,203913-8-1-0,203913,42.137646,46.137646,2,5,8,siren
4229,203913-8-1-1,203913,42.637646,46.637646,2,5,8,siren
4230,203913-8-1-2,203913,43.137646,47.137646,2,5,8,siren
4231,203913-8-1-3,203913,43.637646,47.637646,2,5,8,siren
4232,203913-8-1-4,203913,44.137646,48.137646,2,5,8,siren
4233,203913-8-1-5,203913,44.637646,48.637646,2,5,8,siren
4234,203929-7-1-0,203929,34.862871,38.862871,2,2,7,jackhammer
4241,203929-7-10-0,203929,511.592356,515.592356,2,2,7,jackhammer
4242,203929-7-10-1,203929,512.092356,516.092356,2,2,7,jackhammer
4243,203929-7-10-2,203929,512.592356,516.592356,2,2,7,jackhammer
4235,203929-7-1-1,203929,35.362871,39.362871,2,2,7,jackhammer
4236,203929-7-1-2,203929,35.862871,39.862871,2,2,7,jackhammer
4237,203929-7-1-3,203929,36.362871,40.362871,2,2,7,jackhammer
4238,203929-7-1-6,203929,37.862871,41.862871,2,2,7,jackhammer
4239,203929-7-1-7,203929,38.362871,42.362871,2,2,7,jackhammer
4240,203929-7-1-8,203929,38.862871,42.862871,2,2,7,jackhammer
4244,203929-7-2-0,203929,80.265679,84.265679,2,2,7,jackhammer
4245,203929-7-2-11,203929,85.765679,89.765679,2,2,7,jackhammer
4246,203929-7-2-2,203929,81.265679,85.265679,2,2,7,jackhammer
4247,203929-7-2-3,203929,81.765679,85.765679,2,2,7,jackhammer
4248,203929-7-2-5,203929,82.765679,86.765679,2,2,7,jackhammer
4249,203929-7-2-6,203929,83.265679,87.265679,2,2,7,jackhammer
4250,203929-7-2-8,203929,84.265679,88.265679,2,2,7,jackhammer
4251,203929-7-2-9,203929,84.765679,88.765679,2,2,7,jackhammer
4252,203929-7-3-1,203929,110.763963,114.763963,2,2,7,jackhammer
4253,203929-7-3-10,203929,115.263963,119.263963,2,2,7,jackhammer
4254,203929-7-3-2,203929,111.263963,115.263963,2,2,7,jackhammer
4255,203929-7-3-3,203929,111.763963,115.763963,2,2,7,jackhammer
4256,203929-7-3-5,203929,112.763963,116.763963,2,2,7,jackhammer
4257,203929-7-3-9,203929,114.763963,118.763963,2,2,7,jackhammer
4258,203929-7-4-0,203929,139.451482,143.451482,2,2,7,jackhammer
4259,203929-7-4-1,203929,139.951482,143.951482,2,2,7,jackhammer
4260,203929-7-4-10,203929,144.451482,148.451482,2,2,7,jackhammer
4261,203929-7-4-11,203929,144.951482,148.951482,2,2,7,jackhammer
4262,203929-7-4-12,203929,145.451482,149.451482,2,2,7,jackhammer
4263,203929-7-4-2,203929,140.451482,144.451482,2,2,7,jackhammer
4264,203929-7-4-4,203929,141.451482,145.451482,2,2,7,jackhammer
4265,203929-7-4-6,203929,142.451482,146.451482,2,2,7,jackhammer
4266,203929-7-4-7,203929,142.951482,146.951482,2,2,7,jackhammer
4267,203929-7-4-8,203929,143.451482,147.451482,2,2,7,jackhammer
4268,203929-7-5-0,203929,171.882059,175.882059,2,2,7,jackhammer
4269,203929-7-5-1,203929,172.382059,176.382059,2,2,7,jackhammer
4270,203929-7-5-10,203929,176.882059,180.882059,2,2,7,jackhammer
4271,203929-7-5-11,203929,177.382059,181.382059,2,2,7,jackhammer
4272,203929-7-5-6,203929,174.882059,178.882059,2,2,7,jackhammer
4273,203929-7-5-7,203929,175.382059,179.382059,2,2,7,jackhammer
4274,203929-7-6-1,203929,209.271841,213.271841,2,2,7,jackhammer
4275,203929-7-6-10,203929,213.771841,217.771841,2,2,7,jackhammer
4276,203929-7-6-11,203929,214.271841,218.271841,2,2,7,jackhammer
4277,203929-7-6-2,203929,209.771841,213.771841,2,2,7,jackhammer
4278,203929-7-6-3,203929,210.271841,214.271841,2,2,7,jackhammer
4279,203929-7-6-8,203929,212.771841,216.771841,2,2,7,jackhammer
4280,203929-7-6-9,203929,213.271841,217.271841,2,2,7,jackhammer
4281,203929-7-7-0,203929,300.388222,304.388222,2,2,7,jackhammer
4282,203929-7-7-10,203929,305.388222,309.388222,2,2,7,jackhammer
4283,203929-7-7-12,203929,306.388222,310.388222,2,2,7,jackhammer
4284,203929-7-7-13,203929,306.888222,310.888222,2,2,7,jackhammer
4285,203929-7-7-14,203929,307.388222,311.388222,2,2,7,jackhammer
4286,203929-7-7-15,203929,307.888222,311.888222,2,2,7,jackhammer
4287,203929-7-7-16,203929,308.388222,312.388222,2,2,7,jackhammer
4288,203929-7-7-2,203929,301.388222,305.388222,2,2,7,jackhammer
4289,203929-7-7-3,203929,301.888222,305.888222,2,2,7,jackhammer
4290,203929-7-7-4,203929,302.388222,306.388222,2,2,7,jackhammer
4291,203929-7-7-9,203929,304.888222,308.888222,2,2,7,jackhammer
4292,203929-7-8-0,203929,347.007176,351.007176,2,2,7,jackhammer
4293,203929-7-9-0,203929,355.520203,359.520203,2,2,7,jackhammer
4294,203929-7-9-11,203929,361.020203,365.020203,2,2,7,jackhammer
4295,203929-7-9-12,203929,361.520203,365.520203,2,2,7,jackhammer
4296,203929-7-9-15,203929,363.020203,367.020203,2,2,7,jackhammer
4297,203929-7-9-17,203929,364.020203,368.020203,2,2,7,jackhammer
4298,203929-7-9-18,203929,364.520203,368.520203,2,2,7,jackhammer
4299,203929-7-9-19,203929,365.020203,369.020203,2,2,7,jackhammer
4300,203929-7-9-20,203929,365.520203,369.520203,2,2,7,jackhammer
4301,203929-7-9-24,203929,367.520203,371.520203,2,2,7,jackhammer
4302,203929-7-9-4,203929,357.520203,361.520203,2,2,7,jackhammer
4303,203929-7-9-6,203929,358.520203,362.520203,2,2,7,jackhammer
4304,203929-7-9-8,203929,359.520203,363.520203,2,2,7,jackhammer
